"age" "gender" "married" "natio1" "natio2" "natio3" "natio4" "natio5" "educ1" "educ2" "educ3" "EmployLevel1" "EmployLevel2" "EmployLevel3" "EmployLevel4" "EmployLevel5" "skill" "sector0" "sector1" "sector2" "sector3" "sector4" "work_12" "nb_mthbf_12" "TREAT" "Outcome"
"33259" 41 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 12 0 0
"33260" 43 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 10 0 0
"33261" 41 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33262" 43 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 12 0 1
"33263" 41 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 12 0 0
"33268" 42 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 5 0 1
"33270" 38 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 7 0 1
"33271" 42 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0
"33273" 38 1 1 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
"33275" 39 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 1 12 0 1
"33276" 38 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33277" 35 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
"33278" 36 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 10 0 1
"33279" 41 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 12 0 1
"33283" 37 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33284" 35 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33288" 33 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 7 0 1
"33291" 38 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33293" 37 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"33294" 37 1 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 12 0 1
"33297" 36 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 12 0 1
"33298" 37 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
"33301" 33 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 12 0 0
"33303" 38 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 12 0 0
"33306" 39 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 12 0 1
"33307" 42 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 12 0 1
"33312" 41 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 11 0 1
"33313" 39 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 1 9 1 1
"33315" 43 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33317" 42 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 12 0 1
"33318" 41 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1
"33320" 37 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1
"33322" 42 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 0
"33323" 42 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33324" 38 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"33326" 43 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 0
"33328" 44 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 12 0 0
"33331" 41 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 12 0 1
"33332" 39 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 12 0 0
"33333" 43 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33336" 44 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33337" 43 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
"33339" 44 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0
"33342" 42 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 10 0 0
"33343" 42 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 12 0 0
"33344" 42 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 8 0 1
"33345" 44 1 1 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33348" 38 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
"33351" 39 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1
"33352" 39 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1 12 0 1
"33354" 38 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33355" 39 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 12 0 0
"33356" 38 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 5 0 0
"33359" 40 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 11 0 1
"33362" 40 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 12 0 1
"33364" 38 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33365" 42 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33366" 40 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
"33370" 39 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
"33371" 39 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 12 0 1
"33372" 43 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
"33376" 39 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"33377" 38 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33380" 38 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 11 0 1
"33384" 38 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 12 0 1
"33385" 39 1 1 0 0 0 0 1 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1
"33386" 41 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
"33387" 39 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 12 0 1
"33390" 38 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 0
"33393" 41 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
"33394" 39 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1 3 0 0
"33395" 40 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 12 0 1
"33397" 37 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33402" 39 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 11 0 1
"33403" 42 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1 12 0 1
"33405" 41 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 12 0 1
"33412" 36 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 5 0 0
"33415" 37 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 12 0 0
"33416" 41 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 12 0 1
"33417" 36 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"33419" 39 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
"33420" 38 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1 12 0 1
"33421" 40 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33426" 40 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33427" 41 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 7 0 0
"33428" 35 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33429" 42 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33430" 39 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 1 5 0 0
"33431" 39 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33434" 40 1 1 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 6 0 1
"33438" 38 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 11 0 1
"33439" 35 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33445" 36 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 12 0 1
"33446" 38 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 12 0 1
"33447" 41 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
"33449" 40 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 10 0 1
"33454" 39 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 12 0 1
"33461" 37 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1
"33463" 38 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1
"33464" 39 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
"33466" 40 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33468" 40 1 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1
"33471" 37 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33475" 36 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 4 1 1
"33476" 38 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 11 0 1
"33477" 39 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 12 0 1
"33478" 36 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33479" 37 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 1 9 0 1
"33480" 36 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 12 0 1
"33481" 36 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0
"33482" 40 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 12 0 1
"33483" 37 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 11 0 0
"33485" 40 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"33486" 39 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 12 0 0
"33488" 36 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33489" 35 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
"33491" 41 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 12 0 1
"33493" 37 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33496" 34 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1
"33498" 36 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 12 0 1
"33499" 35 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 1 7 0 1
"33502" 39 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1
"33503" 36 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 12 0 0
"33506" 39 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 12 0 1
"33509" 35 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 1
"33511" 33 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
"33512" 38 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33515" 35 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 12 0 1
"33516" 39 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 4 0 1
"33517" 35 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 1 12 0 1
"33520" 34 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 9 0 0
"33524" 35 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1
"33526" 35 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 12 0 1
"33528" 35 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33534" 37 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 12 0 0
"33535" 35 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 7 1 1
"33536" 35 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33539" 39 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1
"33543" 39 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 11 0 1
"33545" 34 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 5 1 1
"33547" 38 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1
"33549" 37 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 1 11 0 0
"33550" 38 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 12 0 1
"33552" 36 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1
"33554" 35 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33558" 33 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 12 0 0
"33563" 35 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33565" 35 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 10 1 0
"33570" 37 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 12 0 0
"33571" 35 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 1 12 0 1
"33572" 36 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 1 0 0
"33573" 35 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33575" 40 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 12 0 1
"33579" 38 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
"33580" 34 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 0
"33581" 35 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33583" 35 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 12 0 0
"33584" 33 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 10 0 1
"33585" 35 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 12 0 1
"33586" 33 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 12 0 1
"33587" 34 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33588" 35 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 12 0 0
"33589" 36 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1
"33591" 32 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 12 0 1
"33594" 37 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 0
"33595" 38 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 11 0 1
"33600" 32 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
"33601" 34 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 12 0 0
"33602" 35 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 0
"33605" 36 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 12 0 0
"33607" 32 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33608" 33 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33610" 32 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1
"33612" 38 1 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
"33618" 33 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 4 0 0
"33619" 34 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 1 0 0
"33620" 31 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 1 9 0 1
"33623" 33 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33628" 30 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33630" 32 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 12 0 0
"33631" 35 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 1 7 0 1
"33632" 31 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 11 0 0
"33633" 30 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
"33634" 34 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0
"33636" 36 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 12 0 1
"33639" 37 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 11 0 0
"33642" 35 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
"33644" 33 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 5 0 1
"33645" 33 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33646" 34 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
"33647" 34 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"33648" 36 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 12 0 0
"33649" 37 1 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33650" 32 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 12 0 1
"33656" 32 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 6 0 0
"33658" 33 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 9 0 0
"33659" 31 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33663" 34 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 12 0 1
"33664" 32 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33667" 31 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"33669" 35 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 10 0 0
"33670" 33 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 1 12 0 0
"33671" 32 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 12 0 1
"33672" 31 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
"33675" 34 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 1
"33676" 35 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 12 0 0
"33679" 36 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 10 0 0
"33680" 31 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
"33681" 35 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 11 0 0
"33683" 32 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 12 0 0
"33684" 32 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 12 0 1
"33686" 31 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"33687" 29 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33689" 32 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 11 0 1
"33690" 35 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33694" 32 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 12 0 1
"33701" 35 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 1
"33702" 36 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 12 0 0
"33703" 35 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
"33705" 35 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 1 12 0 0
"33706" 31 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 12 0 1
"33709" 35 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33713" 32 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 12 0 0
"33721" 32 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 8 0 1
"33723" 41 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33724" 37 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
"33725" 40 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 12 0 0
"33726" 38 1 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 1
"33729" 35 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 10 0 1
"33733" 43 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 8 0 0
"33736" 38 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
"33737" 38 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 12 0 0
"33741" 38 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33743" 43 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 6 0 0
"33744" 39 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 12 0 1
"33745" 40 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 1 12 0 0
"33746" 41 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 11 0 0
"33747" 40 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 12 0 0
"33748" 36 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"33753" 40 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 8 0 0
"33754" 37 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 1 5 0 1
"33756" 39 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
